endpoint_id,seed,feature_set,model_name,split_comparison,mae_exact_delta_b_minus_a,spearman_exact_delta_b_minus_a,censored_nll_delta_b_minus_a,nearest_neighbor_tanimoto_a,nearest_neighbor_tanimoto_b,nearest_neighbor_tanimoto_delta_b_minus_a
CYP2C9_IC50_A,3,morgan,xgboost_drop_censored,random_vs_scaffold,0.004460015476311696,-0.20812093939144422,,0.7142857142857143,0.5247252747252747,-0.18956043956043955
CYP2C9_IC50_A,3,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.07394332953948513,-0.2966343808449192,,0.7142857142857143,0.5247252747252747,-0.18956043956043955
CYP2C9_IC50_A,0,morgan,xgboost_drop_censored,random_vs_scaffold,0.09268828953932912,-0.2594849418106381,,0.7217668488160291,0.5549516908212561,-0.1668151579947731
CYP2C9_IC50_A,0,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.07356695980967215,-0.1344114916941278,,0.7217668488160291,0.5549516908212561,-0.1668151579947731
CYP2D6_IC50_A,1,morgan,xgboost_drop_censored,random_vs_scaffold,0.08596144399687439,-0.08386522790859463,,0.7192982456140351,0.4772727272727273,-0.2420255183413078
CYP2D6_IC50_A,1,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.0807484723746153,-0.055352056167020436,,0.7192982456140351,0.4772727272727273,-0.2420255183413078
CYP2D6_IC50_A,2,morgan,xgboost_drop_censored,random_vs_scaffold,0.07323516547668191,-0.18406844246627185,,0.7222222222222222,0.5454545454545454,-0.1767676767676768
CYP2D6_IC50_A,2,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.056917363347298744,-0.18260294177978037,,0.7222222222222222,0.5454545454545454,-0.1767676767676768
CYP2D6_IC50_A,0,morgan,xgboost_drop_censored,random_vs_scaffold,-0.007005460280747888,-0.03344565141555811,,0.7428571428571429,0.5733333333333334,-0.16952380952380952
CYP2D6_IC50_A,0,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.042940899082831885,-0.1104400148985617,,0.7428571428571429,0.5733333333333334,-0.16952380952380952
CYP2D6_IC50_A,3,morgan,xgboost_drop_censored,random_vs_scaffold,0.004478076247796059,0.06131492654059467,,0.7301587301587301,0.5625,-0.16765873015873012
CYP2D6_IC50_A,3,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.031765040613218054,-0.037328279088143734,,0.7301587301587301,0.5625,-0.16765873015873012
CYP2D6_IC50_A,4,morgan,xgboost_drop_censored,random_vs_scaffold,0.014719715037049219,-0.014406766406142024,,0.7213114754098361,0.5581395348837209,-0.16317194052611517
CYP2D6_IC50_A,4,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.0578234968189309,-0.07222948415018471,,0.7213114754098361,0.5581395348837209,-0.16317194052611517
CYP3A4_IC50_A,1,morgan,xgboost_drop_censored,random_vs_scaffold,0.03818685443295766,-0.10614595532882587,,0.7702702702702703,0.6197183098591549,-0.1505519604111154
CYP3A4_IC50_A,1,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.03506659407366092,-0.06355183133728382,,0.7702702702702703,0.6197183098591549,-0.1505519604111154
CYP3A4_IC50_A,0,morgan,xgboost_drop_censored,random_vs_scaffold,0.0880554468239198,-0.1859530294063313,,0.7586206896551724,0.6228070175438597,-0.13581367211131268
CYP3A4_IC50_A,0,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.06805423591631443,-0.17780541622438095,,0.7586206896551724,0.6228070175438597,-0.13581367211131268
CYP3A4_IC50_A,2,morgan,xgboost_drop_censored,random_vs_scaffold,0.05582395413307889,-0.008949963222145363,,0.7384615384615385,0.6233766233766234,-0.11508491508491514
