endpoint_id,seed,feature_set,model_name,split_comparison,mae_exact_delta_b_minus_a,spearman_exact_delta_b_minus_a,censored_nll_delta_b_minus_a,nearest_neighbor_tanimoto_a,nearest_neighbor_tanimoto_b,nearest_neighbor_tanimoto_delta_b_minus_a
CYP3A4_IC50_A,2,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.05856994357932299,-0.06404251655120685,,0.7384615384615385,0.6233766233766234,-0.11508491508491514
CYP3A4_IC50_A,3,morgan,xgboost_drop_censored,random_vs_scaffold,0.10388572627819043,-0.15618790048108244,,0.75,0.6290322580645161,-0.12096774193548387
CYP3A4_IC50_A,3,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.07017806722479808,-0.1762721023858621,,0.75,0.6290322580645161,-0.12096774193548387
CYP3A4_IC50_A,4,morgan,xgboost_drop_censored,random_vs_scaffold,0.031923079617902306,-0.10179543339082175,,0.7450980392156863,0.6101694915254238,-0.13492854769026252
CYP3A4_IC50_A,4,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.025542325016189527,-0.11806599996416045,,0.7450980392156863,0.6101694915254238,-0.13492854769026252
hERG_IC50_T,1,morgan,xgboost_drop_censored,random_vs_scaffold,0.07860760260832628,-0.21747983342276528,,0.7358490566037735,0.5970149253731343,-0.13883413123063926
hERG_IC50_T,1,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.036073138881380196,-0.11416124099031738,,0.7358490566037735,0.5970149253731343,-0.13883413123063926
hERG_IC50_T,2,morgan,xgboost_drop_censored,random_vs_scaffold,0.02085013073852965,-0.13261983020693247,,0.7222222222222222,0.6507936507936508,-0.0714285714285714
hERG_IC50_T,2,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.05600691680349623,-0.18812208768183453,,0.7222222222222222,0.6507936507936508,-0.0714285714285714
hERG_IC50_T,4,morgan,xgboost_drop_censored,random_vs_scaffold,0.041556933966004794,-0.18381309542509605,,0.7424242424242424,0.6133333333333333,-0.12909090909090915
hERG_IC50_T,4,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.09151015031680926,-0.2090173311905163,,0.7424242424242424,0.6133333333333333,-0.12909090909090915
hERG_IC50_T,3,morgan,xgboost_drop_censored,random_vs_scaffold,0.03638361431948339,-0.09226359199946188,,0.7538461538461538,0.6521739130434783,-0.10167224080267556
hERG_IC50_T,3,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.03542096555766017,-0.0192667167609758,,0.7538461538461538,0.6521739130434783,-0.10167224080267556
hERG_IC50_T,0,morgan,xgboost_drop_censored,random_vs_scaffold,0.005828892884177039,-0.20721226149702426,,0.7441860465116279,0.6610169491525424,-0.08316909735908551
hERG_IC50_T,0,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.04900744590169365,-0.15755537852071644,,0.7441860465116279,0.6610169491525424,-0.08316909735908551
hERG_Ki_B,0,morgan,xgboost_drop_censored,random_vs_scaffold,0.13020659120436634,-0.12466109475882858,,0.7943190975020145,0.7050538525269263,-0.08926524497508814
hERG_Ki_B,0,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.19114392684512999,-0.18812639636408368,,0.7943190975020145,0.7050538525269263,-0.08926524497508814
hERG_Ki_B,1,morgan,xgboost_drop_censored,random_vs_scaffold,0.21224487788394286,-0.24651209186189227,,0.7877346683354193,0.6934143222506394,-0.0943203460847799
hERG_Ki_B,1,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.23548119822290087,-0.25575496799860564,,0.7877346683354193,0.6934143222506394,-0.0943203460847799
hERG_Ki_B,3,morgan,xgboost_drop_censored,random_vs_scaffold,0.1376179520167894,-0.04453587311187468,,0.7938842203548085,0.703675176056338,-0.09020904429847054
hERG_Ki_B,3,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.18106544182365253,-0.07224013403001273,,0.7938842203548085,0.703675176056338,-0.09020904429847054
hERG_Ki_B,2,morgan,xgboost_drop_censored,random_vs_scaffold,0.10586226414965383,0.01001229676651072,,0.7836120401337793,0.7016234616391726,-0.08198857849460672
hERG_Ki_B,2,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.09342176609018449,0.01658612824529082,,0.7836120401337793,0.7016234616391726,-0.08198857849460672
hERG_Ki_B,4,morgan,xgboost_drop_censored,random_vs_scaffold,0.091135998894043,-0.04815381112333872,,0.7950180072028812,0.705560951918407,-0.08945705528447423
hERG_Ki_B,4,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.12398388755780121,-0.08973167632487433,,0.7950180072028812,0.705560951918407,-0.08945705528447423
hERG_IC50_B,1,morgan,xgboost_drop_censored,random_vs_scaffold,0.05924910326684829,-0.14231770427682222,,0.7777777777777778,0.6911764705882353,-0.08660130718954251
hERG_IC50_B,1,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.06156971948041212,-0.13966374891455435,,0.7777777777777778,0.6911764705882353,-0.08660130718954251
hERG_IC50_B,2,morgan,xgboost_drop_censored,random_vs_scaffold,0.06550338651969773,-0.1220094854660998,,0.7746478873239436,0.6853932584269663,-0.08925462889697733
hERG_IC50_B,2,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.056359142954778785,-0.12024909686916596,,0.7746478873239436,0.6853932584269663,-0.08925462889697733
hERG_IC50_B,3,morgan,xgboost_drop_censored,random_vs_scaffold,0.06106828136094372,-0.13405492985877188,,0.7777777777777778,0.6935483870967742,-0.08422939068100355
hERG_IC50_B,3,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.0716939843254693,-0.1422726281468405,,0.7777777777777778,0.6935483870967742,-0.08422939068100355
hERG_IC50_B,4,morgan,xgboost_drop_censored,random_vs_scaffold,0.05034420528742606,-0.11381007012616717,,0.7818181818181819,0.6911764705882353,-0.09064171122994658
hERG_IC50_B,4,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.03903862825464682,-0.11568832121460704,,0.7818181818181819,0.6911764705882353,-0.09064171122994658
hERG_IC50_B,0,morgan,xgboost_drop_censored,random_vs_scaffold,0.08751330427003029,-0.1909033390786341,,0.7704918032786885,0.6935483870967742,-0.07694341618191425
hERG_IC50_B,0,morgan,xgboost_threshold_as_exact,random_vs_scaffold,0.08827396761835321,-0.18875392808890956,,0.7704918032786885,0.6935483870967742,-0.07694341618191425
CYP2C19_IC50_A,0,morgan,xgboost_aft,random_vs_scaffold,0.3360746094564522,-0.11169707155844319,0.09659313413275006,0.71875,0.4827586206896552,-0.2359913793103448
CYP2C19_IC50_A,0,morgan,tobit_mlp,random_vs_scaffold,0.3568989374127953,-0.1487795736944778,0.287617842421116,0.71875,0.4827586206896552,-0.2359913793103448
CYP2C19_IC50_A,0,morgan,tobit_ensemble,random_vs_scaffold,0.5186801228930304,-0.16171461964114164,0.20791678292777815,0.71875,0.4827586206896552,-0.2359913793103448
CYP2C19_IC50_A,2,morgan,xgboost_aft,random_vs_scaffold,0.21692962416663764,-0.15574334156098757,-0.022195397095479907,0.7333846830985915,0.4880952380952381,-0.24528944500335342
CYP2C19_IC50_A,2,morgan,tobit_mlp,random_vs_scaffold,0.13261417505251405,-0.07305146793317252,-0.0553281596466586,0.7333846830985915,0.4880952380952381,-0.24528944500335342
CYP2C19_IC50_A,2,morgan,tobit_ensemble,random_vs_scaffold,0.39448431735238176,-0.020798494286644598,-0.05803984364586445,0.7333846830985915,0.4880952380952381,-0.24528944500335342
CYP2C19_IC50_A,4,morgan,xgboost_aft,random_vs_scaffold,0.13664870087691816,-0.08199327613060993,0.024711490459140006,0.703915453915454,0.4691358024691358,-0.23477965144631818
CYP2C19_IC50_A,4,morgan,tobit_mlp,random_vs_scaffold,0.17393954084561236,-0.2043105736915155,0.12512969187372658,0.703915453915454,0.4691358024691358,-0.23477965144631818
CYP2C19_IC50_A,4,morgan,tobit_ensemble,random_vs_scaffold,0.656392251382234,-0.24432205682721383,0.1583607045141998,0.703915453915454,0.4691358024691358,-0.23477965144631818
CYP2C19_IC50_A,3,morgan,xgboost_aft,random_vs_scaffold,0.1841022114332247,0.022989836401920066,0.07298767481805357,0.6916083916083916,0.4285714285714285,-0.2630369630369631
CYP2C19_IC50_A,3,morgan,tobit_mlp,random_vs_scaffold,0.021780721368751532,0.05416966904365744,-0.05060599654925302,0.6916083916083916,0.4285714285714285,-0.2630369630369631
CYP2C19_IC50_A,3,morgan,tobit_ensemble,random_vs_scaffold,0.16374424046696534,0.03481125743995539,0.01356405021801621,0.6916083916083916,0.4285714285714285,-0.2630369630369631
CYP2C19_IC50_A,1,morgan,xgboost_aft,random_vs_scaffold,0.5041723031169776,-0.24007081207640685,0.08664200545938039,0.7083916083916084,0.4810126582278481,-0.2273789501637603
CYP2C19_IC50_A,1,morgan,tobit_mlp,random_vs_scaffold,1.188064301349256,-0.10511629905727951,0.2816517807989718,0.7083916083916084,0.4810126582278481,-0.2273789501637603
CYP2C19_IC50_A,1,morgan,tobit_ensemble,random_vs_scaffold,1.2113345164634435,-0.1228829982841686,0.28133188049272073,0.7083916083916084,0.4810126582278481,-0.2273789501637603
CYP1A2_IC50_A,3,morgan,xgboost_aft,random_vs_scaffold,0.16221321118005538,-0.10925899102996228,-0.08170521043434364,0.7192982456140351,0.5510204081632653,-0.16827783745076985
CYP1A2_IC50_A,3,morgan,tobit_mlp,random_vs_scaffold,0.5528998770656472,-0.11269346399912455,-0.18112902974476952,0.7192982456140351,0.5510204081632653,-0.16827783745076985
CYP1A2_IC50_A,3,morgan,tobit_ensemble,random_vs_scaffold,0.3542193717120421,-0.15082977438901263,-0.12413359047262285,0.7192982456140351,0.5510204081632653,-0.16827783745076985
CYP1A2_IC50_A,4,morgan,xgboost_aft,random_vs_scaffold,0.49852311499173685,-0.04555128081658566,0.04810563216900576,0.7285714285714285,0.5487804878048781,-0.17979094076655044
CYP1A2_IC50_A,4,morgan,tobit_mlp,random_vs_scaffold,0.2519800183123928,-0.07276852751361079,0.009322969168754525,0.7285714285714285,0.5487804878048781,-0.17979094076655044
CYP1A2_IC50_A,4,morgan,tobit_ensemble,random_vs_scaffold,0.3948132784557512,-0.13134435303758013,0.046136955114838396,0.7285714285714285,0.5487804878048781,-0.17979094076655044
CYP1A2_IC50_A,1,morgan,xgboost_aft,random_vs_scaffold,0.2655814762161852,-0.032257169736430225,-0.11652793682445961,0.7123287671232876,0.5185185185185185,-0.19381024860476914
CYP1A2_IC50_A,1,morgan,tobit_mlp,random_vs_scaffold,-0.08770779154337016,0.0005128056582572316,-0.27356635048099887,0.7123287671232876,0.5185185185185185,-0.19381024860476914
CYP1A2_IC50_A,1,morgan,tobit_ensemble,random_vs_scaffold,0.05677394991668394,0.03733351352418607,-0.23387758946597026,0.7123287671232876,0.5185185185185185,-0.19381024860476914
CYP1A2_IC50_A,0,morgan,xgboost_aft,random_vs_scaffold,0.26441448216597707,-0.18796855689434172,0.09440909576794332,0.7321428571428571,0.5483870967741935,-0.1837557603686636
CYP1A2_IC50_A,0,morgan,tobit_mlp,random_vs_scaffold,0.6564298497690917,-0.17041055417311635,0.22022242931192204,0.7321428571428571,0.5483870967741935,-0.1837557603686636
CYP1A2_IC50_A,0,morgan,tobit_ensemble,random_vs_scaffold,0.47754983318969235,-0.18108122512662678,0.168823598857052,0.7321428571428571,0.5483870967741935,-0.1837557603686636
CYP1A2_IC50_A,2,morgan,xgboost_aft,random_vs_scaffold,0.20610561808738126,-0.1395987590659229,0.012101837347035738,0.7142857142857143,0.5357142857142857,-0.1785714285714286
CYP1A2_IC50_A,2,morgan,tobit_mlp,random_vs_scaffold,0.09135948151334605,-0.14714252818591533,-0.08693511286982147,0.7142857142857143,0.5357142857142857,-0.1785714285714286
CYP1A2_IC50_A,2,morgan,tobit_ensemble,random_vs_scaffold,0.1320471589552259,-0.1772627927044254,-0.04182266767048237,0.7142857142857143,0.5357142857142857,-0.1785714285714286
CYP2C9_IC50_A,4,morgan,xgboost_aft,random_vs_scaffold,0.25755475907635894,-0.11207255459045912,0.040654724774109585,0.7180706521739131,0.5625,-0.15557065217391308
CYP2C9_IC50_A,4,morgan,tobit_mlp,random_vs_scaffold,0.47391754794006147,-0.1289444612591574,-0.009979491290108111,0.7180706521739131,0.5625,-0.15557065217391308
CYP2C9_IC50_A,4,morgan,tobit_ensemble,random_vs_scaffold,0.7837446381268798,-0.14468312242646894,0.11132095220237548,0.7180706521739131,0.5625,-0.15557065217391308
CYP2C9_IC50_A,1,morgan,xgboost_aft,random_vs_scaffold,0.16016621800855368,0.010472545092300278,0.1077181506389081,0.7022727272727273,0.54192037470726,-0.16035235256546732
CYP2C9_IC50_A,1,morgan,tobit_mlp,random_vs_scaffold,0.808217320010491,-0.004579779118931149,0.09126512717010749,0.7022727272727273,0.54192037470726,-0.16035235256546732
CYP2C9_IC50_A,1,morgan,tobit_ensemble,random_vs_scaffold,0.5737012353737276,-0.0647194953005979,0.16723779521352522,0.7022727272727273,0.54192037470726,-0.16035235256546732
CYP2C9_IC50_A,3,morgan,xgboost_aft,random_vs_scaffold,0.3151007198207407,-0.21068777333799926,0.10893973949493152,0.7142857142857143,0.5247252747252747,-0.18956043956043955
CYP2C9_IC50_A,3,morgan,tobit_mlp,random_vs_scaffold,0.36580559257537715,-0.14217456221746716,0.2370924545997637,0.7142857142857143,0.5247252747252747,-0.18956043956043955
CYP2C9_IC50_A,3,morgan,tobit_ensemble,random_vs_scaffold,0.5951220434436665,-0.2692404693584476,0.11782177988490772,0.7142857142857143,0.5247252747252747,-0.18956043956043955
CYP2C9_IC50_A,0,morgan,xgboost_aft,random_vs_scaffold,0.22947403175450543,0.08039286716859123,0.040881853787615,0.7217668488160291,0.5549516908212561,-0.1668151579947731
CYP2C9_IC50_A,0,morgan,tobit_mlp,random_vs_scaffold,0.17210587393024146,-0.051472667236221514,0.1082763440511123,0.7217668488160291,0.5549516908212561,-0.1668151579947731
CYP2C9_IC50_A,0,morgan,tobit_ensemble,random_vs_scaffold,0.5612353669008213,-0.10005165278745398,0.15891187508800808,0.7217668488160291,0.5549516908212561,-0.1668151579947731
CYP2C9_IC50_A,2,morgan,xgboost_aft,random_vs_scaffold,0.08171957414878284,-0.09769088677085092,-0.10963307971532554,0.7215384615384615,0.5656019656019655,-0.15593649593649594
CYP2C9_IC50_A,2,morgan,tobit_mlp,random_vs_scaffold,0.7359827690053156,-0.13435968774696938,-0.11743110605522289,0.7215384615384615,0.5656019656019655,-0.15593649593649594
CYP2C9_IC50_A,2,morgan,tobit_ensemble,random_vs_scaffold,0.5840318728610268,-0.10375433421977581,-0.028179580092828393,0.7215384615384615,0.5656019656019655,-0.15593649593649594
CYP2D6_IC50_A,0,morgan,xgboost_aft,random_vs_scaffold,0.22070564865255604,0.04394844495892247,0.04748665943411878,0.7428571428571429,0.5733333333333334,-0.16952380952380952
CYP2D6_IC50_A,0,morgan,tobit_mlp,random_vs_scaffold,0.5703743540095523,-0.06629208971115308,0.15433581920278672,0.7428571428571429,0.5733333333333334,-0.16952380952380952
CYP2D6_IC50_A,0,morgan,tobit_ensemble,random_vs_scaffold,0.37154169314164154,-0.004449067047320954,0.09651652488506712,0.7428571428571429,0.5733333333333334,-0.16952380952380952
CYP2D6_IC50_A,1,morgan,xgboost_aft,random_vs_scaffold,0.32258971325315855,0.047606356616242906,0.057378195950442135,0.7192982456140351,0.4772727272727273,-0.2420255183413078
CYP2D6_IC50_A,1,morgan,tobit_mlp,random_vs_scaffold,0.6321824352522176,-0.10197802355216645,-0.0014245742349378032,0.7192982456140351,0.4772727272727273,-0.2420255183413078
CYP2D6_IC50_A,1,morgan,tobit_ensemble,random_vs_scaffold,0.43971052406993705,-0.0862983911381407,0.07366882710096534,0.7192982456140351,0.4772727272727273,-0.2420255183413078
CYP2D6_IC50_A,4,morgan,xgboost_aft,random_vs_scaffold,0.13600769207686447,0.020136250439386272,-0.07874130442087424,0.7213114754098361,0.5581395348837209,-0.16317194052611517
CYP2D6_IC50_A,4,morgan,tobit_mlp,random_vs_scaffold,-0.046944473263013986,-0.07805782942647266,-0.1822257495637266,0.7213114754098361,0.5581395348837209,-0.16317194052611517
CYP2D6_IC50_A,4,morgan,tobit_ensemble,random_vs_scaffold,-0.004650608568380177,0.015325122843524386,-0.19594554520275198,0.7213114754098361,0.5581395348837209,-0.16317194052611517
CYP2D6_IC50_A,2,morgan,xgboost_aft,random_vs_scaffold,0.10850529417117549,0.03785236005130127,-0.10435395672308911,0.7222222222222222,0.5454545454545454,-0.1767676767676768
CYP2D6_IC50_A,2,morgan,tobit_mlp,random_vs_scaffold,0.03850030014978523,0.06339550316849402,-0.1256697176430187,0.7222222222222222,0.5454545454545454,-0.1767676767676768
CYP2D6_IC50_A,2,morgan,tobit_ensemble,random_vs_scaffold,0.07963041873317156,0.0650703660318459,-0.1064433019956531,0.7222222222222222,0.5454545454545454,-0.1767676767676768
CYP2D6_IC50_A,3,morgan,xgboost_aft,random_vs_scaffold,0.19610427449274126,-0.07292994792649948,0.11692687723694783,0.7301587301587301,0.5625,-0.16765873015873012
CYP2D6_IC50_A,3,morgan,tobit_mlp,random_vs_scaffold,0.23703525050465024,-0.11987141336607088,0.11427805380479994,0.7301587301587301,0.5625,-0.16765873015873012
CYP2D6_IC50_A,3,morgan,tobit_ensemble,random_vs_scaffold,0.11820367529659492,-0.1369333991083896,0.07887357630191771,0.7301587301587301,0.5625,-0.16765873015873012
CYP3A4_IC50_A,2,morgan,xgboost_aft,random_vs_scaffold,0.0051419694182675,-0.0014656078970894937,0.007138444996229731,0.7384615384615385,0.6233766233766234,-0.11508491508491514
CYP3A4_IC50_A,2,morgan,tobit_mlp,random_vs_scaffold,0.015005048929871423,-0.027481971539233596,0.03871412285678777,0.7384615384615385,0.6233766233766234,-0.11508491508491514
CYP3A4_IC50_A,2,morgan,tobit_ensemble,random_vs_scaffold,0.030098324818409905,0.04102522447531748,0.00019262818531440296,0.7384615384615385,0.6233766233766234,-0.11508491508491514
CYP3A4_IC50_A,1,morgan,xgboost_aft,random_vs_scaffold,0.07352069200984723,-0.0319017130060264,0.019931735311789267,0.7702702702702703,0.6197183098591549,-0.1505519604111154
CYP3A4_IC50_A,1,morgan,tobit_mlp,random_vs_scaffold,0.24530170363959636,-0.06505887631675905,0.138276162344098,0.7702702702702703,0.6197183098591549,-0.1505519604111154
CYP3A4_IC50_A,1,morgan,tobit_ensemble,random_vs_scaffold,0.3274642761106128,-0.0720091074623061,0.07691651082393847,0.7702702702702703,0.6197183098591549,-0.1505519604111154
CYP3A4_IC50_A,3,morgan,xgboost_aft,random_vs_scaffold,0.10328218874716533,-0.14895442832050865,0.023433061241942665,0.75,0.6290322580645161,-0.12096774193548387
CYP3A4_IC50_A,3,morgan,tobit_mlp,random_vs_scaffold,0.08832794912357622,-0.06008617067034289,-0.02285498986898271,0.75,0.6290322580645161,-0.12096774193548387
CYP3A4_IC50_A,3,morgan,tobit_ensemble,random_vs_scaffold,0.19596222268050756,-0.10007625151369864,0.04298570715842187,0.75,0.6290322580645161,-0.12096774193548387
CYP3A4_IC50_A,0,morgan,xgboost_aft,random_vs_scaffold,0.1585623369156608,-0.0812723742395654,0.020329269106388104,0.7586206896551724,0.6228070175438597,-0.13581367211131268
CYP3A4_IC50_A,0,morgan,tobit_mlp,random_vs_scaffold,0.1830504731534992,-0.13682357659603578,0.12166468771535643,0.7586206896551724,0.6228070175438597,-0.13581367211131268
CYP3A4_IC50_A,0,morgan,tobit_ensemble,random_vs_scaffold,0.22167324538602107,-0.11836262977744172,0.047441170724156656,0.7586206896551724,0.6228070175438597,-0.13581367211131268
CYP3A4_IC50_A,4,morgan,xgboost_aft,random_vs_scaffold,0.022922778938031296,-0.04992451970636547,-0.02831676102750902,0.7450980392156863,0.6101694915254238,-0.13492854769026252
CYP3A4_IC50_A,4,morgan,tobit_mlp,random_vs_scaffold,0.07763125857151687,-0.03588278573113718,-0.04181753516815867,0.7450980392156863,0.6101694915254238,-0.13492854769026252
CYP3A4_IC50_A,4,morgan,tobit_ensemble,random_vs_scaffold,0.06490139518981908,-0.08857902727805411,-0.018910071733299505,0.7450980392156863,0.6101694915254238,-0.13492854769026252
hERG_IC50_T,4,morgan,xgboost_aft,random_vs_scaffold,0.3516854360469115,-0.2440862503808952,0.2594035545407114,0.7424242424242424,0.6133333333333333,-0.12909090909090915
hERG_IC50_T,4,morgan,tobit_mlp,random_vs_scaffold,0.3354513624989879,-0.2387318636755726,0.38692242954382583,0.7424242424242424,0.6133333333333333,-0.12909090909090915
hERG_IC50_T,4,morgan,tobit_ensemble,random_vs_scaffold,0.35993870873879374,-0.29432727179161494,0.4040905140119,0.7424242424242424,0.6133333333333333,-0.12909090909090915
hERG_IC50_T,1,morgan,xgboost_aft,random_vs_scaffold,0.10032958589399465,-0.059875904927771784,0.07205969860834704,0.7358490566037735,0.5970149253731343,-0.13883413123063926
hERG_IC50_T,1,morgan,tobit_mlp,random_vs_scaffold,0.15572501995676236,0.048781755722774156,0.03043917069351476,0.7358490566037735,0.5970149253731343,-0.13883413123063926
hERG_IC50_T,1,morgan,tobit_ensemble,random_vs_scaffold,0.29016509766899934,0.012519277642963067,0.09506625615289921,0.7358490566037735,0.5970149253731343,-0.13883413123063926
hERG_IC50_T,3,morgan,xgboost_aft,random_vs_scaffold,0.21903908294698182,-0.05895448070625864,0.11569593011972246,0.7538461538461538,0.6521739130434783,-0.10167224080267556
hERG_IC50_T,3,morgan,tobit_mlp,random_vs_scaffold,0.08802218702723619,0.016238518092039023,0.11335086774679892,0.7538461538461538,0.6521739130434783,-0.10167224080267556
hERG_IC50_T,3,morgan,tobit_ensemble,random_vs_scaffold,0.11195904768738352,0.003402906859341248,0.03666291068159455,0.7538461538461538,0.6521739130434783,-0.10167224080267556
hERG_IC50_T,0,morgan,xgboost_aft,random_vs_scaffold,0.051513067917995814,-0.024387933527207473,0.001669781429475492,0.7441860465116279,0.6610169491525424,-0.08316909735908551
hERG_IC50_T,0,morgan,tobit_mlp,random_vs_scaffold,-0.12037620632521517,-0.10906691704090474,-0.05443110305753551,0.7441860465116279,0.6610169491525424,-0.08316909735908551
hERG_IC50_T,0,morgan,tobit_ensemble,random_vs_scaffold,-0.06409281611473028,-0.06479525064780142,-0.07213429231421675,0.7441860465116279,0.6610169491525424,-0.08316909735908551
hERG_IC50_T,2,morgan,xgboost_aft,random_vs_scaffold,0.35766111407651235,-0.27396587527553984,0.22552896252167898,0.7222222222222222,0.6507936507936508,-0.0714285714285714
hERG_IC50_T,2,morgan,tobit_mlp,random_vs_scaffold,0.5047128714077087,-0.25868232312357414,-0.0008055054801223704,0.7222222222222222,0.6507936507936508,-0.0714285714285714
hERG_IC50_T,2,morgan,tobit_ensemble,random_vs_scaffold,0.27879878729444996,-0.2884680443920915,0.07994508913714737,0.7222222222222222,0.6507936507936508,-0.0714285714285714
hERG_Ki_B,0,morgan,xgboost_aft,random_vs_scaffold,0.17763120223607487,-0.22049221612768027,0.20136206292796865,0.7943190975020145,0.7050538525269263,-0.08926524497508814
hERG_Ki_B,0,morgan,tobit_mlp,random_vs_scaffold,0.06648362016800391,-0.06093371212799298,0.09719513348829856,0.7943190975020145,0.7050538525269263,-0.08926524497508814
hERG_Ki_B,0,morgan,tobit_ensemble,random_vs_scaffold,0.30879554694616806,-0.2516335549667337,0.2978670967948296,0.7943190975020145,0.7050538525269263,-0.08926524497508814
hERG_Ki_B,1,morgan,xgboost_aft,random_vs_scaffold,0.1451636410709617,-0.283028677010167,0.11676994453597223,0.7877346683354193,0.6934143222506394,-0.0943203460847799
hERG_Ki_B,1,morgan,tobit_mlp,random_vs_scaffold,0.04900381352669969,-0.07854292841647853,0.07622114077442066,0.7877346683354193,0.6934143222506394,-0.0943203460847799
hERG_Ki_B,1,morgan,tobit_ensemble,random_vs_scaffold,0.14306407246773045,-0.19026738665566167,0.08268925378431335,0.7877346683354193,0.6934143222506394,-0.0943203460847799
hERG_Ki_B,2,morgan,xgboost_aft,random_vs_scaffold,0.1242651471873446,-0.03860355159551665,0.23591963259377602,0.7836120401337793,0.7016234616391726,-0.08198857849460672
hERG_Ki_B,2,morgan,tobit_mlp,random_vs_scaffold,0.4338245202149671,-0.002991803811801197,0.3649238080577826,0.7836120401337793,0.7016234616391726,-0.08198857849460672
hERG_Ki_B,2,morgan,tobit_ensemble,random_vs_scaffold,0.2605804210992756,-0.019489767140823844,0.2698245547371856,0.7836120401337793,0.7016234616391726,-0.08198857849460672
hERG_Ki_B,4,morgan,xgboost_aft,random_vs_scaffold,-0.01727668682241157,0.04984846549564337,0.04891577298180083,0.7950180072028812,0.705560951918407,-0.08945705528447423
hERG_Ki_B,4,morgan,tobit_mlp,random_vs_scaffold,0.07219793174644351,-0.071323436358388,0.26919732056571544,0.7950180072028812,0.705560951918407,-0.08945705528447423
hERG_Ki_B,4,morgan,tobit_ensemble,random_vs_scaffold,0.06754746473024331,0.019602542768674902,0.23603986998339876,0.7950180072028812,0.705560951918407,-0.08945705528447423
hERG_Ki_B,3,morgan,xgboost_aft,random_vs_scaffold,0.3145521740375673,-0.08538006315631141,0.26406181145493646,0.7938842203548085,0.703675176056338,-0.09020904429847054
hERG_Ki_B,3,morgan,tobit_mlp,random_vs_scaffold,0.013912955503217361,0.023015019877612286,0.025094220435683656,0.7938842203548085,0.703675176056338,-0.09020904429847054
hERG_Ki_B,3,morgan,tobit_ensemble,random_vs_scaffold,0.27907254133733916,-0.07820830264716888,0.18535608744422993,0.7938842203548085,0.703675176056338,-0.09020904429847054
hERG_IC50_B,3,morgan,xgboost_aft,random_vs_scaffold,0.11779269063300812,-0.17416812427555145,0.080931682022505,0.7777777777777778,0.6935483870967742,-0.08422939068100355
hERG_IC50_B,3,morgan,tobit_mlp,random_vs_scaffold,0.24814305615167964,-0.13745721383768278,0.13424188435836104,0.7777777777777778,0.6935483870967742,-0.08422939068100355
hERG_IC50_B,3,morgan,tobit_ensemble,random_vs_scaffold,0.2047209196148223,-0.18068919440931075,0.15562731391035434,0.7777777777777778,0.6935483870967742,-0.08422939068100355
hERG_IC50_B,2,morgan,xgboost_aft,random_vs_scaffold,0.04906612839370006,-0.1803329147715539,0.0806757064410979,0.7746478873239436,0.6853932584269663,-0.08925462889697733
hERG_IC50_B,2,morgan,tobit_mlp,random_vs_scaffold,0.21517184659716437,-0.19920010565850416,0.16917985112814993,0.7746478873239436,0.6853932584269663,-0.08925462889697733
hERG_IC50_B,2,morgan,tobit_ensemble,random_vs_scaffold,0.1928374279606262,-0.20654602816100748,0.1823300386237825,0.7746478873239436,0.6853932584269663,-0.08925462889697733
hERG_IC50_B,0,morgan,xgboost_aft,random_vs_scaffold,0.09580775309992617,-0.15214858738326076,0.025722876857761978,0.7704918032786885,0.6935483870967742,-0.07694341618191425
hERG_IC50_B,0,morgan,tobit_mlp,random_vs_scaffold,0.18729662531038205,-0.18529092416733223,0.0615040506350748,0.7704918032786885,0.6935483870967742,-0.07694341618191425
hERG_IC50_B,0,morgan,tobit_ensemble,random_vs_scaffold,0.2012584982367721,-0.18928550707753672,0.11623763494052763,0.7704918032786885,0.6935483870967742,-0.07694341618191425
hERG_IC50_B,4,morgan,xgboost_aft,random_vs_scaffold,0.04173422884492872,-0.07190079107914987,0.027049567779251937,0.7818181818181819,0.6911764705882353,-0.09064171122994658
hERG_IC50_B,4,morgan,tobit_mlp,random_vs_scaffold,0.16345224243191714,-0.12323162812041882,0.15890422329579268,0.7818181818181819,0.6911764705882353,-0.09064171122994658
hERG_IC50_B,4,morgan,tobit_ensemble,random_vs_scaffold,0.16975668020419887,-0.11910638903950871,0.14862676067263036,0.7818181818181819,0.6911764705882353,-0.09064171122994658
hERG_IC50_B,1,morgan,xgboost_aft,random_vs_scaffold,0.08844050242625878,-0.12711317556107077,0.0368657183890404,0.7777777777777778,0.6911764705882353,-0.08660130718954251
