md_candidate_id,molecule_id,source,parent_molecule_id,num_replicates_completed,num_replicates_stable,num_replicates_moderately_stable,num_replicates_unstable,replicate_success_fraction,median_md_stability_score,min_md_stability_score,median_ligand_rmsd,median_key_interaction_occupancy,median_binding_mode_persistence_score,final_md_label,final_md_decision,final_md_reason,recommended_for_final_dossier,warnings_json
mdcand_001,mol_aatoplajlqecrd_uhfffaoysa_n,chembl_known_ligand,mol_aatoplajlqecrd_uhfffaoysa_n,3,0,0,3,1.0,0.5800242666266725,0.5378363663658237,1.991886602316836,0.4328550010708931,0.4328550010708931,md_unstable,fail_md_stability,stable_in_0_of_3_replicates_below_majority,False,[]
mdcand_002,mol_aakjlrggtjkamg_uhfffaoysa_n,chembl_known_ligand,mol_aakjlrggtjkamg_uhfffaoysa_n,3,3,0,0,1.0,0.5877441570450952,0.5362391589759772,1.7993667561354234,0.618048118797744,0.618048118797744,md_stable,pass_md_stability,,True,[]
mdcand_003,mol_aaalvybiclmama_uhfffaoysa_n,chembl_known_ligand,mol_aaalvybiclmama_uhfffaoysa_n,3,3,0,0,1.0,0.6453216830730959,0.5772191743573704,2.1638356635269878,0.6881559220389805,0.6881559220389805,md_stable,pass_md_stability,,True,[]
mdcand_004,analog_e1bd229bfc1e,stage9_analog_rdkit_rule_based,seed_002,3,2,0,1,1.0,0.6050183413084989,0.4868244772419541,1.8699032179957344,0.5190262011851218,0.5190262011851218,md_stable,pass_md_stability,,True,[]
mdcand_005,analog_0367d4e7eae4,stage9_analog_rdkit_rule_based,seed_002,3,0,0,3,1.0,0.4821937342203038,0.4738287689422822,3.433757445493013,0.5499750124937531,0.5499750124937531,md_unstable,fail_md_stability,stable_in_0_of_3_replicates_below_majority,False,[]
mdcand_006,analog_2939c889a4f4,stage9_analog_rdkit_rule_based,seed_002,3,3,0,0,1.0,0.5959117054195029,0.5683895716841465,2.2969182634294563,0.6436781609195402,0.6436781609195402,md_stable,pass_md_stability,,True,[]
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,negative_control_misdocked,mol_aakjlrggtjkamg_uhfffaoysa_n,3,0,0,3,1.0,0.311973950427148,0.2666432631317308,5.715971989491597,0.0077104304990361,0.0077104304990361,md_unstable,fail_md_stability,stable_in_0_of_3_replicates_below_majority,False,[]
