target,excluded_receptor,n_ligands,gnina_ef1,coupled_ef1,delta_ef1,delta_ci_lo,delta_ci_hi,bootstrap_fraction_positive
CDK2,1aq1_a_stu,28296,12.445498054300666,13.5002012792414,1.0547032249407344,-1.6875251599051744,3.5859909647984978,0.787
CDK2,1fin_a_atp,28296,10.757972894395492,14.343963859193988,3.585990964798496,1.6875251599051744,5.906338059668112,0.9995
CDK2,1pxn_a_ck6,28296,11.601735474348079,13.711141924229548,2.109406449881469,-0.63282193496444,4.640694189739232,0.9195
CDK2,2a4l_a_rrc,28296,11.179854184371784,13.5002012792414,2.320347094869616,-0.42188128997629626,4.851634834727378,0.9215
