target,arm,roc_auc,ef1,ef5,bedroc_80_5
EGFR,gnina,0.7655570733085223,11.792197023093825,6.898816614712828,0.20848142452068721
EGFR,pose_coupled,0.7718443913230906,16.39852398523985,7.7473341662550474,0.28210063270256386
EGFR,late_fusion,0.7721386404095404,15.84576474978233,7.525981761504904,0.26728010269830493
