target,null,n_permutations,observed_ef1,null_mean,null_sd,null_p2_5,null_p97_5,observed_minus_null_mean,empirical_p
EGFR,all_ligand,1000,16.21427090675401,11.456856420249595,0.7054655536148852,9.949666238235416,12.718068742485173,4.757414486504414,0.0009990009990009
EGFR,heavy_atom_decile,1000,16.21427090675401,12.330400265350969,0.7205393028260944,11.050578382188316,13.639334134914378,3.8838706414030426,0.0009990009990009
EGFR,class_conditional,1000,16.21427090675401,14.136448940669183,0.7219869596597747,12.713462415523033,15.477258592810646,2.0778219660848265,0.0029970029970029
CDK2,all_ligand,1000,13.078319989265108,8.73315364315427,0.9190865453569376,6.961041284608847,10.757972894395492,4.345166346110839,0.0009990009990009
CDK2,heavy_atom_decile,1000,13.078319989265108,11.000343695486873,0.9098562041666416,9.070447734490315,12.656438699288811,2.077976293778235,0.0139860139860139
CDK2,class_conditional,1000,13.078319989265108,11.093157579281655,0.9484375339334375,9.281388379478464,12.86737934427696,1.9851624099834524,0.0219780219780219
