target,null,n_permutations,observed_ef1,null_mean,null_sd,null_p2_5,null_p97_5,observed_minus_null_mean,empirical_p
EGFR,all_ligand,1000,16.39852398523985,11.34722583855052,0.7515803677412527,9.949666238235416,12.897715494008873,5.051298146689332,0.000999000999000999
EGFR,heavy_atom_decile,1000,16.39852398523985,12.392493552800698,0.7540305052594699,10.87093163066462,13.818980886438077,4.006030432439154,0.000999000999000999
EGFR,class_conditional,1000,16.39852398523985,14.264689083295327,0.7425065068187857,12.897715494008873,15.661511671296488,2.1338349019445246,0.003996003996003996
