target,arm,metric,estimate,ci_lo,ci_hi,n_bootstrap
EGFR,gnina,ef1,11.792197023093825,9.396907002777892,14.3717401218956,2000
EGFR,pose_coupled,ef1,16.39852398523985,13.634727807952236,19.346573241013306,2000
EGFR,late_fusion,ef1,15.84576474978233,12.897715494008873,18.425307848584104,2000
