target,excluded_receptor,gnina_ef1,coupled_ef1,delta_ef1
EGFR,1m17_a_aq4_999,11.792197023093825,16.030017828268168,4.2378208051743425
EGFR,1xkk_a_fmm_91,8.659894688834529,12.160703180065509,3.5008084912309805
EGFR,4hjo_a_aq4_1001,11.239437787636303,15.84576474978233,4.606326962146026
EGFR,5cav_a_4zq_1101,13.081968572494713,18.05680169161242,4.974833119117708
EGFR,6duk_c_jbj_1103,11.976450101579667,16.39852398523985,4.422073883660184
