target,null,n_permutations,observed_ef1,null_mean,null_sd,null_p2_5,null_p97_5,observed_minus_null_mean,empirical_p
CDK2,all_ligand,1000,14.97678579415843,9.649057923692803,0.933944344938389,7.8048038645614355,11.601735474348079,5.327727870465626,0.000999000999000999
CDK2,heavy_atom_decile,1000,14.97678579415843,12.279487766694995,0.9503486149585534,10.547032249407344,14.13302321420584,2.697298027463434,0.004995004995004995
CDK2,class_conditional,1000,14.97678579415843,12.354371695665787,0.9465425498413881,10.547032249407344,14.343963859193988,2.6224140984926425,0.002997002997002997
