ligand_stem,target_receptor_id,docking_score,docked_flag,lit_pcba_id_x,label_x,activity_x,cnnscore,cnnaffinity,gnina_empirical_affinity,rescore_status,zinc_id,key_interaction_recall_consensus,num_interactions,gnina_interaction_score,smiles,mw,logp,hbd,hba,rot,tpsa,arom_n,qed,scaffold,lit_pcba_id_y,label_y,activity_y,cnn_top_decile_threshold,recall_median_threshold,passes_gate
4250755,1xkk_a_fmm_91,-9.045,True,4250755,-1,prospective,0.5068,6.55768,-9.04297,success,4250755,0.2903225806451613,21,0.6539354838709678,CCOC(=O)Cn1c(=O)c2c(nc3n(-c4cccc(C)c4)c(C)c(C)n23)n(C)c1=O,409.4,1.63,0,5,4,92.5,5,0.478,O=c1[nH]c(=O)c2c(nc3n(-c4ccccc4)ccn23)[nH]1,4250755,-1,prospective,0.6868879999999999,0.2903225806451613,False
95376484,5cav_a_4zq_1101,-7.769,True,95376484,-1,prospective,0.51207,6.77422,-7.77037,success,95376484,0.27419354838709675,18,0.6524762903225807,COC(=O)N[C@H](C)C(=O)N1CCC2(CCC(=O)N(Cc3cnc(C)cn3)C2)CC1,403.5,1.26,1,6,4,104.7,2,0.812,O=C1CCC2(CCNCC2)CN1Cc1cnccn1,95376484,-1,prospective,0.6868879999999999,0.2903225806451613,False
95497340,1xkk_a_fmm_91,-9.389,True,95497340,-1,prospective,0.48739,6.83011,-9.38637,success,95497340,0.3387096774193548,26,0.6524737096774194,COc1ccc(C(=O)N[C@@H](C)c2nncn2C)cc1OC1CCN(C(C)=O)CC1,401.5,1.7,1,6,6,98.6,3,0.791,O=C(NCc1nnc[nH]1)c1cccc(OC2CCNCC2)c1,95497340,-1,prospective,0.6868879999999999,0.2903225806451613,False
2382423982,5cav_a_4zq_1101,-6.943,True,2382423982,-1,prospective,0.53887,6.77442,-7.10935,success,2382423982,0.20967741935483872,15,0.6518588709677419,Cc1nc(CC(=O)N2CC[C@](O)(c3ccccc3)[C@H](N3CCOCC3)C2)cs1,401.5,1.81,1,6,4,65.9,1,0.847,O=C(Cc1cscn1)N1CCC(c2ccccc2)C(N2CCOCC2)C1,2382423982,-1,prospective,0.6868879999999999,0.2903225806451613,False
1857703622,5cav_a_4zq_1101,-8.322,True,1857703622,-1,prospective,0.51137,6.87882,-7.53399,success,1857703622,0.27419354838709675,17,0.6515843548387097,CN(C)c1nc2c(c(=N[C@H]3CCOC3)[nH]1)CCC21CCN(C2CCOCC2)CC1,401.6,1.62,1,6,3,66.0,2,0.834,c1nc2c(c(=NC3CCOC3)[nH]1)CCC21CCN(C2CCOCC2)CC1,1857703622,-1,prospective,0.6868879999999999,0.2903225806451613,False
299769147,5cav_a_4zq_1101,-7.291,True,299769147,-1,prospective,0.49717,6.73283,-7.29127,success,299769147,0.3064516129032258,20,0.6495285483870967,Cc1ncccc1C(=O)NC[C@H]1CN(CC2CCN(CC3CC3)CC2)C(=O)CO1,400.5,1.47,1,5,7,74.8,1,0.75,O=C(NCC1CN(CC2CCN(CC3CC3)CC2)C(=O)CO1)c1cccnc1,299769147,-1,prospective,0.6868879999999999,0.2903225806451613,False
17012905,1xkk_a_fmm_91,-11.155,True,17012905,-1,prospective,0.46785,6.74914,-10.62836,success,17012905,0.3870967741935484,26,0.6489532258064517,Cc1cc(N2CCN(C)CC2)nc(N2CCN(S(=O)(=O)c3ccccc3)CC2)n1,416.6,1.05,0,7,4,72.9,2,0.738,O=S(=O)(c1ccccc1)N1CCN(c2nccc(N3CCNCC3)n2)CC1,17012905,-1,prospective,0.6868879999999999,0.2903225806451613,False
55153152,4hjo_a_aq4_1001,-9.77,True,55153152,-1,prospective,0.5029,7.19243,-9.77243,success,55153152,0.2903225806451613,28,0.6489032258064517,Cc1cccnc1CCNC(=O)C[C@H]1C(=O)NCCN1Cc1cccc(F)c1F,402.4,1.72,2,4,7,74.3,1,0.74,O=C(CC1C(=O)NCCN1Cc1ccccc1)NCCc1ccccn1,55153152,-1,prospective,0.6868879999999999,0.2903225806451613,False
2384427210,1m17_a_aq4_999,-8.621,True,2384427210,-1,prospective,0.5092,7.40088,-8.62221,success,2384427210,0.27419354838709675,21,0.6488193548387097,CN(CC(=O)N1CC[C@@]2(c3ccccc3)[C@H](C1)OCC(=O)N2C)Cc1ccncc1,408.5,1.5,0,5,5,66.0,1,0.75,O=C1COC2CN(C(=O)CNCc3ccncc3)CCC2(c2ccccc2)N1,2384427210,-1,prospective,0.6868879999999999,0.2903225806451613,False
2012436,4hjo_a_aq4_1001,-8.17,True,2012436,-1,prospective,0.50888,6.87288,-8.17253,success,2012436,0.27419354838709675,25,0.6484116129032258,COc1ccccc1N1CCN(CCCNc2c(C)c(=O)n(C)c(=O)n2C)CC1,401.5,1.03,1,6,7,71.7,2,0.699,O=c1cc(NCCCN2CCN(c3ccccc3)CC2)[nH]c(=O)[nH]1,2012436,-1,prospective,0.6868879999999999,0.2903225806451613,False
77287226,5cav_a_4zq_1101,-8.593,True,77287226,-1,prospective,0.49616,6.86437,-8.59074,success,77287226,0.3064516129032258,21,0.6482090322580645,CCc1nc(CN(C)C(=O)[C@@H]2[C@@H]3C=C[C@@]4(CN(c5ccc(F)cc5)C(=O)[C@@H]24)O3)no1,412.4,1.72,0,6,5,88.8,2,0.695,O=C(NCc1ncon1)C1C2C=CC3(CN(c4ccccc4)C(=O)C13)O2,77287226,-1,prospective,0.6868879999999999,0.2903225806451613,False
77318928,5cav_a_4zq_1101,-8.378,True,77318928,-1,prospective,0.48929,7.44614,-8.3836,success,77318928,0.3225806451612903,21,0.6471254838709677,Cc1nnc(CN(C)C(=O)[C@@H]2[C@@H]3C=C[C@@]4(CN(Cc5ccc(C)c(C)c5)C(=O)[C@@H]24)O3)o1,422.5,1.94,0,6,5,88.8,2,0.684,O=C(NCc1nnco1)C1C2C=CC3(CN(Cc4ccccc4)C(=O)C13)O2,77318928,-1,prospective,0.6868879999999999,0.2903225806451613,False
2382298511,5cav_a_4zq_1101,-8.435,True,2382298511,-1,prospective,0.49449,7.12725,-8.43514,success,2382298511,0.3064516129032258,21,0.6460272580645161,C[C@H]1CN(C(=O)c2ccc(Cn3cnnn3)cc2)Cc2nnc(-c3ccccn3)n21,401.4,1.59,0,7,4,107.5,8,0.511,O=C(c1ccc(Cn2cnnn2)cc1)N1CCn2c(nnc2-c2ccccn2)C1,2382298511,-1,prospective,0.6868879999999999,0.2903225806451613,False
2804055,1xkk_a_fmm_91,-8.852,True,2804055,-1,prospective,0.49368,6.67843,-8.85491,success,2804055,0.3064516129032258,21,0.6449690322580645,Cc1c(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)cnn1C,418.9,1.08,0,5,4,92.6,2,0.74,O=S(=O)(c1ccccc1)N1CCN(S(=O)(=O)c2cn[nH]c2)CC1,2804055,-1,prospective,0.6868879999999999,0.2903225806451613,False
2384417365,5cav_a_4zq_1101,-7.115,True,2384417365,-1,prospective,0.48662,7.11417,-7.11871,success,2384417365,0.3225806451612903,22,0.6435941935483871,Cc1ccn(CCN2C[C@H]3[C@@H](CNC(=O)CCc4cnccn4)[C@@H]4CC[C@@]3(C2)O4)n1,410.5,1.21,1,6,8,85.2,4,0.704,O=C(CCc1cnccn1)NCC1C2CCC3(CN(CCn4cccn4)CC13)O2,2384417365,-1,prospective,0.6868879999999999,0.2903225806451613,False
952989444,4hjo_a_aq4_1001,-9.37,True,952989444,-1,prospective,0.51004,7.21852,-9.37214,success,952989444,0.25806451612903225,24,0.6416632258064516,O=C(NC[C@H]1CCCN(C(=O)Cn2cnc3ccsc3c2=O)C1)c1ccco1,400.5,1.72,1,6,5,97.4,2,0.703,O=C(NCC1CCCN(C(=O)Cn2cnc3ccsc3c2=O)C1)c1ccco1,952989444,-1,prospective,0.6868879999999999,0.2903225806451613,False
12297585,1m17_a_aq4_999,-8.857,True,12297585,-1,prospective,0.5032,7.26109,-8.45407,success,12297585,0.27419354838709675,23,0.641174193548387,COc1cccc(CN2C[C@H](C(=O)N3CCCN(c4ncccn4)CC3)CCC2=O)c1,423.5,1.96,0,6,5,78.9,2,0.732,O=C1CCC(C(=O)N2CCCN(c3ncccn3)CC2)CN1Cc1ccccc1,12297585,-1,prospective,0.6868879999999999,0.2903225806451613,False
2383345226,1xkk_a_fmm_91,-9.489,True,2383345226,-1,prospective,0.49689,7.35243,-9.49102,success,2383345226,0.2903225806451613,20,0.6411483870967741,CN(C[C@@H]1CCCO1)C(=O)[C@H]1CC[C@@H](NC(=O)c2n[nH]c(C(F)(F)F)n2)CC1,403.4,1.75,2,5,5,100.2,3,0.78,O=C(NC1CCC(C(=O)NCC2CCCO2)CC1)c1nc[nH]n1,2383345226,-1,prospective,0.6868879999999999,0.2903225806451613,False
11933224,1m17_a_aq4_999,-8.75,True,11933224,-1,prospective,0.50305,7.24573,-8.75268,success,11933224,0.27419354838709675,19,0.640983064516129,CC1CCN(Cc2nnnn2CCCC(=O)N2CCN(C3CCCC3)C(=O)C2)CC1,417.6,1.3,0,6,7,87.5,4,0.665,O=C(CCCn1nnnc1CN1CCCCC1)N1CCN(C2CCCC2)C(=O)C1,11933224,-1,prospective,0.6868879999999999,0.2903225806451613,False
1857740429,5cav_a_4zq_1101,-8.506,True,1857740429,-1,prospective,0.51561,7.12978,-8.50745,success,1857740429,0.24193548387096775,18,0.6403543548387097,Cc1c(C(=O)N2CC[C@@]34O[C@@H](c5ccccc5)CN3C(=O)C[C@@H]24)cnc2ccnn12,403.4,1.95,0,5,2,80.0,3,0.654,O=C(c1cnc2ccnn2c1)N1CCC23OC(c4ccccc4)CN2C(=O)CC13,1857740429,-1,prospective,0.6868879999999999,0.2903225806451613,False
2382370763,5cav_a_4zq_1101,-7.659,True,2382370763,-1,prospective,0.47251,6.35022,-7.65904,success,2382370763,0.3548387096774194,24,0.6401748387096775,Cc1cccc(N(CC(=O)N[C@H]2COC[C@@H]2Cc2ccncc2)S(C)(=O)=O)c1,403.5,1.53,1,5,7,88.6,1,0.757,O=C(CNc1ccccc1)NC1COCC1Cc1ccncc1,2382370763,-1,prospective,0.6868879999999999,0.2903225806451613,False
299781937,1m17_a_aq4_999,-7.995,True,299781937,-1,prospective,0.48823,6.92345,-7.99537,success,299781937,0.3064516129032258,23,0.6378488709677419,Cc1nc(C(=O)NC[C@@H]2CN(CC3CCN(CC4CC4)CC3)C(=O)CO2)cs1,406.6,1.53,1,6,7,74.8,1,0.743,O=C(NCC1CN(CC2CCN(CC3CC3)CC2)C(=O)CO1)c1cscn1,299781937,-1,prospective,0.6868879999999999,0.2903225806451613,False
1506396926,5cav_a_4zq_1101,-7.264,True,1506396926,-1,prospective,0.46491,6.63545,-7.26504,success,1506396926,0.3709677419354839,23,0.6373766129032259,COc1ccc(CCN(Cc2ccncc2)C(=O)C(=O)N2CCOCC2)cc1OC,413.5,1.53,0,6,7,81.2,1,0.641,O=C(C(=O)N(CCc1ccccc1)Cc1ccncc1)N1CCOCC1,1506396926,-1,prospective,0.6868879999999999,0.2903225806451613,False
20138619,1m17_a_aq4_999,-8.395,True,20138619,-1,prospective,0.50007,7.39764,-8.08563,success,20138619,0.27419354838709675,20,0.6371859677419355,C[C@@H]1CN(CC(=O)NC[C@H](c2cccnc2)N2CCOCC2)Cc2ccccc2O1,410.5,1.85,1,6,6,66.9,1,0.784,O=C(CN1CCOc2ccccc2C1)NCC(c1cccnc1)N1CCOCC1,20138619,-1,prospective,0.6868879999999999,0.2903225806451613,False
77472466,5cav_a_4zq_1101,-8.19,True,77472466,-1,prospective,0.4876,6.86538,-7.80072,success,77472466,0.3064516129032258,21,0.6370258064516129,CS(=O)(=O)c1cnc(N2CCN(c3ccccc3)CC2)nc1[C@@H]1CCCNC1,401.5,1.67,1,7,4,78.4,2,0.835,c1ccc(N2CCN(c3nccc(C4CCCNC4)n3)CC2)cc1,77472466,-1,prospective,0.6868879999999999,0.2903225806451613,False
299774431,1xkk_a_fmm_91,-8.469,True,299774431,-1,prospective,0.47549,6.34189,-8.47141,success,299774431,0.3387096774193548,25,0.6365430645161291,Cc1c(C(=O)NC[C@H]2CN(CC3CCN(CC4CC4)CC3)C(=O)CO2)ccn1C,402.5,1.41,1,4,7,66.8,1,0.749,O=C(NCC1CN(CC2CCN(CC3CC3)CC2)C(=O)CO1)c1cc[nH]c1,299774431,-1,prospective,0.6868879999999999,0.2903225806451613,False
3666222,4hjo_a_aq4_1001,-8.302,True,3666222,-1,prospective,0.50495,6.62216,-7.64585,success,3666222,0.25806451612903225,23,0.6352596774193549,CSc1nc(NCCNS(=O)(=O)c2ccc(Cl)cc2)nc(N(C)C)n1,402.9,1.7,2,8,8,100.1,3,0.508,O=S(=O)(NCCNc1ncncn1)c1ccccc1,3666222,-1,prospective,0.6868879999999999,0.2903225806451613,False
14743756,1xkk_a_fmm_91,-8.973,True,14743756,-1,prospective,0.45777,7.10935,-8.97826,success,14743756,0.3870967741935484,25,0.6349712903225807,CC(C)[C@H]1NC(=O)[C@@H]2C[C@H](NCc3cnn(-c4cccc(Cl)c4)c3)CN2C1=O,401.9,1.74,2,4,5,79.3,2,0.799,O=C1NCC(=O)N2CC(NCc3cnn(-c4ccccc4)c3)CC12,14743756,-1,prospective,0.6868879999999999,0.2903225806451613,False
1772709842,1xkk_a_fmm_91,-9.277,True,1772709842,-1,prospective,0.47424,7.41343,-9.48987,success,1772709842,0.3387096774193548,27,0.6348696774193548,O=C(CCc1cc(Cl)no1)N1C[C@@H]2CN(C(=O)c3cncc(F)c3)C[C@@]2(CO)C1,422.8,1.39,1,6,5,99.8,2,0.781,O=C(CCc1ccno1)N1CC2CN(C(=O)c3cccnc3)CC2C1,1772709842,-1,prospective,0.6868879999999999,0.2903225806451613,False
1857678630,5cav_a_4zq_1101,-8.7,True,1857678630,-1,prospective,0.49192,7.09719,-8.51294,success,1857678630,0.2903225806451613,22,0.6347354838709678,O=C(CN1CCN(c2ncccn2)CC1)N1[C@H]2CC[C@@H]1[C@@](CO)(Cc1ccccc1)C2,421.5,1.58,1,6,6,72.8,2,0.764,O=C(CN1CCN(c2ncccn2)CC1)N1C2CCC1C(Cc1ccccc1)C2,1857678630,-1,prospective,0.6868879999999999,0.2903225806451613,False
1857711882,4hjo_a_aq4_1001,-7.791,True,1857711882,-1,prospective,0.47897,6.5415,-7.79148,success,1857711882,0.3225806451612903,23,0.6334764516129032,CN(C)C[C@@H]1OCCN(C(=O)c2cn3cc(Cl)ccc3n2)[C@H]1c1cnn(C)c1,402.9,1.87,0,5,4,67.9,4,0.666,O=C(c1cn2ccccc2n1)N1CCOCC1c1cn[nH]c1,1857711882,-1,prospective,0.6868879999999999,0.2903225806451613,False
1772711670,4hjo_a_aq4_1001,-7.058,True,1772711670,-1,prospective,0.48429,6.89894,-7.06075,success,1772711670,0.3064516129032258,29,0.6327014516129033,CSCC(=O)N1C[C@@H]2CN(C(=O)CCn3nc(C)cc3C)C[C@@]2(CN(C)C)C1,407.6,1.1,0,5,7,61.7,2,0.677,O=C(CCn1cccn1)N1CC2CNCC2C1,1772711670,-1,prospective,0.6868879999999999,0.2903225806451613,False
94993145,1xkk_a_fmm_91,-9.426,True,94993145,-1,prospective,0.46129,6.90635,-9.42681,success,94993145,0.3709677419354839,25,0.6324137096774194,O=C(NCCn1ccc2cc(F)ccc21)C1=NN([C@@H]2CCS(=O)(=O)C2)C(=O)CC1,420.5,1.06,1,5,5,100.8,1,0.782,O=C(NCCn1ccc2ccccc21)C1=NN(C2CCS(=O)(=O)C2)C(=O)CC1,94993145,-1,prospective,0.6868879999999999,0.2903225806451613,False
2382333138,5cav_a_4zq_1101,-8.717,True,2382333138,-1,prospective,0.50242,6.82948,-8.94601,success,2382333138,0.25806451612903225,17,0.6320767741935484,CC(=O)N[C@H]1COC2(CCN(C(=O)c3ccc4nc(C)oc4c3)CC2)C[C@]1(C)O,401.5,1.79,2,6,2,104.9,1,0.795,O=C(c1ccc2ncoc2c1)N1CCC2(CCCCO2)CC1,2382333138,-1,prospective,0.6868879999999999,0.2903225806451613,False
12280061,5cav_a_4zq_1101,-8.074,True,12280061,-1,prospective,0.49565,6.33291,-8.07621,success,12280061,0.27419354838709675,19,0.6315540322580645,COc1ccc(-c2cc(C(=O)N3CCN(C)CC3)cc(-n3cnnn3)c2)cc1OC,408.5,1.73,0,7,5,85.6,4,0.636,O=C(c1cc(-c2ccccc2)cc(-n2cnnn2)c1)N1CCNCC1,12280061,-1,prospective,0.6868879999999999,0.2903225806451613,False
91505707,5cav_a_4zq_1101,-7.122,True,91505707,-1,prospective,0.47748,6.54952,-7.27496,success,91505707,0.3225806451612903,24,0.6315058064516129,CSCC[C@H](N)C(=O)N1CCC2(CCC(=O)N(CCc3ccccn3)C2)CC1,404.6,1.94,1,5,7,79.5,1,0.751,O=C1CCC2(CCNCC2)CN1CCc1ccccn1,91505707,-1,prospective,0.6868879999999999,0.2903225806451613,False
2383336024,5cav_a_4zq_1101,-8.423,True,2383336024,-1,prospective,0.47706,7.20505,-8.4278,success,2383336024,0.3225806451612903,22,0.6309503225806451,Cn1nccc1C(=O)NC[C@H]1[C@H]2CN(Cc3ccc4c(c3)CCO4)C[C@]23CC[C@H]1O3,408.5,1.76,1,5,5,68.6,2,0.817,O=C(NCC1C2CCC3(CN(Cc4ccc5c(c4)CCO5)CC13)O2)c1ccn[nH]1,2383336024,-1,prospective,0.6868879999999999,0.2903225806451613,False
3830941,1m17_a_aq4_999,-5.962,True,3830941,-1,prospective,0.52833,4.84896,-6.11642,success,3830941,0.1935483870967742,16,0.6305874193548386,O=C(O)Cn1cc(I)c(=O)c(I)c1,404.9,1.14,1,2,2,59.3,1,0.752,O=c1cc[nH]cc1,3830941,-1,prospective,0.6868879999999999,0.2903225806451613,False
11874560,1m17_a_aq4_999,-8.468,True,11874560,-1,prospective,0.46985,7.09535,-8.46312,success,11874560,0.3387096774193548,27,0.6289927419354838,COc1cc(CN2CCNC(=O)[C@@H]2CC(=O)NCc2ccncc2C)cc(OC)c1,412.5,1.41,2,6,8,92.8,1,0.681,O=C(CC1C(=O)NCCN1Cc1ccccc1)NCc1ccncc1,11874560,-1,prospective,0.6868879999999999,0.2903225806451613,False
15068144,5cav_a_4zq_1101,-7.649,True,15068144,-1,prospective,0.46756,6.97069,-7.65112,success,15068144,0.3387096774193548,23,0.6259270967741934,COCCNC(=O)c1cn([C@H]2CCCN(C(=O)Cc3ccc(Cl)cc3)C2)nn1,405.9,1.71,1,5,7,89.4,3,0.708,O=C(Cc1ccccc1)N1CCCC(n2ccnn2)C1,15068144,-1,prospective,0.6868879999999999,0.2903225806451613,False
2100556418,5cav_a_4zq_1101,-7.47,True,2100556418,-1,prospective,0.51018,6.05907,-6.83532,success,2100556418,0.22580645161290322,18,0.6253819354838709,CN(C)CC(=O)NC[C@@H]1[C@@H](c2ccccc2)[C@]12CN(Cc1nccs1)C[C@@H]2O,400.5,1.4,2,6,7,68.7,1,0.735,c1ccc(C2CC23CCN(Cc2nccs2)C3)cc1,2100556418,-1,prospective,0.6868879999999999,0.2903225806451613,False
2384422412,5cav_a_4zq_1101,-7.742,True,2384422412,-1,prospective,0.49071,6.91176,-7.74194,success,2384422412,0.27419354838709675,20,0.6252595161290322,NC(=O)CN1CCC2(CC1)OCCc1cc(C(=O)NCc3ccncc3)sc12,400.5,1.42,2,6,5,97.5,1,0.791,O=C(NCc1ccncc1)c1cc2c(s1)C1(CCNCC1)OCC2,2384422412,-1,prospective,0.6868879999999999,0.2903225806451613,False
20062005,5cav_a_4zq_1101,-7.62,True,20062005,-1,prospective,0.47683,6.31763,-7.62712,success,20062005,0.3064516129032258,19,0.6229553225806451,CC[C@H](C)n1c(C)c(C)n2c3c(=O)n(CCN4CCOCC4)c(=O)n(C)c3nc12,402.5,1.07,0,5,5,78.7,5,0.638,O=c1[nH]c2nc3[nH]ccn3c2c(=O)n1CCN1CCOCC1,20062005,-1,prospective,0.6868879999999999,0.2903225806451613,False
13009455,5cav_a_4zq_1101,-8.913,True,13009455,-1,prospective,0.49513,6.74934,-8.91794,success,13009455,0.25806451612903225,18,0.6229054838709678,Cc1cc(C)n(-c2ccc(N3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)nn2)n1,416.5,1.93,0,6,4,84.2,4,0.646,O=S(=O)(c1ccccc1)N1CCN(c2ccc(-n3cccn3)nn2)CC1,13009455,-1,prospective,0.6868879999999999,0.2903225806451613,False
77342344,5cav_a_4zq_1101,-9.681,True,77342344,-1,prospective,0.48253,6.73863,-9.67908,success,77342344,0.2903225806451613,20,0.6226193548387097,O=C([C@@H]1[C@@H]2C=C[C@@]3(CN(c4ccc(F)cc4)C(=O)[C@@H]13)O2)N1CCCn2cncc2C1,408.4,1.74,0,4,2,67.7,2,0.71,O=C(C1C2C=CC3(CN(c4ccccc4)C(=O)C13)O2)N1CCCn2cncc2C1,77342344,-1,prospective,0.6868879999999999,0.2903225806451613,False
796262,1m17_a_aq4_999,-9.144,True,796262,-1,prospective,0.50737,7.31942,-8.69191,success,796262,0.22580645161290322,20,0.6219374193548387,Cn1c(=O)c2c(nc(N3CCNCC3)n2Cc2cccc3ccccc23)n(C)c1=O,404.5,1.04,1,5,3,77.1,4,0.552,O=c1[nH]c(=O)c2c(nc(N3CCNCC3)n2Cc2cccc3ccccc23)[nH]1,796262,-1,prospective,0.6868879999999999,0.2903225806451613,False
952990079,1m17_a_aq4_999,-7.766,True,952990079,-1,prospective,0.49339,7.03734,-7.76973,success,952990079,0.25806451612903225,21,0.6207164516129032,CCc1ncc(C(=O)NC[C@@H]2CCCN(CC(=O)NCc3cccs3)C2)cn1,401.5,1.86,2,6,8,87.2,2,0.705,O=C(CN1CCCC(CNC(=O)c2cncnc2)C1)NCc1cccs1,952990079,-1,prospective,0.6868879999999999,0.2903225806451613,False
2382428906,5cav_a_4zq_1101,-7.029,True,2382428906,-1,prospective,0.46932,6.74523,-7.19419,success,2382428906,0.3225806451612903,22,0.6207135483870968,Cn1cncc1C(=O)N[C@@]1(C)CCOC2(CCN(Cc3nccs3)CC2)[C@@H]1O,405.5,1.18,2,7,4,92.5,3,0.794,O=C(NC1CCOC2(CCN(Cc3nccs3)CC2)C1)c1cnc[nH]1,2382428906,-1,prospective,0.6868879999999999,0.2903225806451613,False
299786026,5cav_a_4zq_1101,-7.549,True,299786026,-1,prospective,0.46921,6.74317,-7.55268,success,299786026,0.3225806451612903,20,0.620568064516129,Cc1nc(C(=O)NC[C@H]2CN(CC3CCN(CC4CC4)CC3)C(=O)CO2)c(C)s1,420.6,1.84,1,6,7,74.8,1,0.729,O=C(NCC1CN(CC2CCN(CC3CC3)CC2)C(=O)CO1)c1cscn1,299786026,-1,prospective,0.6868879999999999,0.2903225806451613,False
1857719432,1m17_a_aq4_999,-9.285,True,1857719432,-1,prospective,0.4989,7.44543,-9.03836,success,1857719432,0.24193548387096775,17,0.6196016129032258,O=C(c1ccncc1F)N1CCC2(CCc3c(O)nc(N4CCOCC4)nc32)CC1,413.5,1.67,1,7,2,91.7,3,0.801,O=C(c1ccncc1)N1CCC2(CCc3cnc(N4CCOCC4)nc32)CC1,1857719432,-1,prospective,0.6868879999999999,0.2903225806451613,False
12280114,5cav_a_4zq_1101,-8.281,True,12280114,-1,prospective,0.48526,6.24496,-8.28376,success,12280114,0.27419354838709675,22,0.6183151612903226,CN(Cc1ccc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)[nH]1)C[C@H]1COCCO1,415.5,1.92,2,5,6,83.7,1,0.742,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(CNCC2COCCO2)[nH]c1=O,12280114,-1,prospective,0.6868879999999999,0.2903225806451613,False
2382373895,1xkk_a_fmm_91,-8.133,True,2382373895,-1,prospective,0.44514,6.80502,-8.13442,success,2382373895,0.3870967741935484,29,0.6174522580645161,CCCn1cnnc1CNC(=O)[C@]12CC[C@@H](N3CCOCC3)C[C@@H]1CCN(CC)C2,418.6,1.52,1,6,7,75.5,3,0.724,O=C(NCc1nnc[nH]1)C12CCC(N3CCOCC3)CC1CCNC2,2382373895,-1,prospective,0.6868879999999999,0.2903225806451613,False
2804840,1xkk_a_fmm_91,-9.255,True,2804840,-1,prospective,0.44973,6.97332,-8.83832,success,2804840,0.3709677419354839,27,0.6165653225806452,CS(=O)(=O)N1CCC(C(=O)Nc2ncn(Cc3c(F)cccc3Cl)n2)CC1,415.9,1.73,1,5,5,97.2,3,0.802,O=C(Nc1ncn(Cc2ccccc2)n1)C1CCNCC1,2804840,-1,prospective,0.6868879999999999,0.2903225806451613,False
38522436,5cav_a_4zq_1101,-7.385,True,38522436,-1,prospective,0.48985,6.38673,-7.03622,success,38522436,0.25806451612903225,20,0.6162629032258065,COc1ccc(Cl)cc1C(=O)N1CCN(c2cc(N3CCOCC3)ncn2)CC1,417.9,1.94,0,7,4,71.0,2,0.752,O=C(c1ccccc1)N1CCN(c2cc(N3CCOCC3)ncn2)CC1,38522436,-1,prospective,0.6868879999999999,0.2903225806451613,False
72446944,1m17_a_aq4_999,-8.705,True,72446944,-1,prospective,0.49513,6.52635,-8.32982,success,72446944,0.24193548387096775,19,0.6149195161290323,CC(=O)Nc1nnc(S(=O)(=O)N2CCN(C/C=C/c3ccccc3)CC2)s1,407.5,1.52,1,7,6,95.5,2,0.73,O=S(=O)(c1nncs1)N1CCN(CC=Cc2ccccc2)CC1,72446944,-1,prospective,0.6868879999999999,0.2903225806451613,False
1857694482,4hjo_a_aq4_1001,-9.108,True,1857694482,-1,prospective,0.46402,6.3911,-9.31735,success,1857694482,0.3225806451612903,24,0.6137038709677419,O=C1CC2(CCN(C(=O)c3cnc(O)[nH]3)CC2)OCCN1CCCC(F)(F)F,404.4,1.68,2,5,4,98.8,2,0.796,O=C1CC2(CCN(C(=O)c3cnc[nH]3)CC2)OCCN1,1857694482,-1,prospective,0.6868879999999999,0.2903225806451613,False
2384434205,1m17_a_aq4_999,-7.991,True,2384434205,-1,prospective,0.47481,6.70864,-7.61157,success,2384434205,0.2903225806451613,21,0.612658064516129,COc1ccnc(N2CCN(C(=O)c3c(C)cc([C@@H]4CCCO4)oc3=O)CC2)n1,400.4,1.56,0,8,4,98.0,2,0.763,O=C(c1ccc(C2CCCO2)oc1=O)N1CCN(c2ncccn2)CC1,2384434205,-1,prospective,0.6868879999999999,0.2903225806451613,False
2382381950,5cav_a_4zq_1101,-8.132,True,2382381950,-1,prospective,0.46245,6.72151,-8.1346,success,2382381950,0.3225806451612903,23,0.6116274193548387,COc1cccc(CC(=O)N2CCO[C@H](CN3CCOCC3)[C@H]2c2cccnc2)c1,411.5,1.93,0,6,6,64.1,1,0.724,O=C(Cc1ccccc1)N1CCOC(CN2CCOCC2)C1c1cccnc1,2382381950,-1,prospective,0.6868879999999999,0.2903225806451613,False
55119264,5cav_a_4zq_1101,-6.852,True,55119264,-1,prospective,0.46228,6.3993,-6.85414,success,55119264,0.3225806451612903,23,0.6114025806451613,CCCS(=O)(=O)c1ncc(CN2CCC(C(=O)OC)CC2)n1C[C@@H]1CCCO1,413.5,1.63,0,7,8,90.7,2,0.598,c1ncn(CC2CCCO2)c1CN1CCCCC1,55119264,-1,prospective,0.6868879999999999,0.2903225806451613,False
2383332522,1xkk_a_fmm_91,-9.257,True,2383332522,-1,prospective,0.45665,6.88338,-9.26077,success,2383332522,0.3387096774193548,25,0.6113217741935484,O=C(CNS(=O)(=O)c1cccs1)N1CCc2oc(C3CCOCC3)nc2C1,411.5,1.49,1,7,5,101.7,1,0.8,O=C(CNS(=O)(=O)c1cccs1)N1CCc2oc(C3CCOCC3)nc2C1,2383332522,-1,prospective,0.6868879999999999,0.2903225806451613,False
