md_candidate_id,molecule_id,relative_path,sha256,size_bytes
mdcand_006,analog_2939c889a4f4,mdcand_006/production_quick_rep03.mdp,75a9f923fa76f999a031c04a7124e96412460e528a4d651424ef2770458024a9,648
mdcand_006,analog_2939c889a4f4,mdcand_006/sqm.out,3671667eb5eddddf63f106c48db4dfd3518ad87b14ff9a1b0e42d3d07f39274d,15192
mdcand_006,analog_2939c889a4f4,mdcand_006/topol.top,3f2aa1b682e7ff0b6e876b333447f94368dfa4716b674671cd6b5f0e4452a011,1398876
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/acpype.log,79b44f3ce359ea012781f82433f6d250c5e6c57da9ce7d74fb33348df2580512,3358
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/complex.gro,c5ffbaa134e81251385892116722ab9fa7ced46d020584414d39280535cd1c62,228705
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/ions.mdp,f629502b5c5973bc5cdb7e8639ef19f38f303cfc3c33eb2f5530508dd7007a3e,148
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/ligand_AC.frcmod,dd425fafb173922e86dcaa42d9bf11fb126925c94803ab2fbb0521fc8036fa5a,1313
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/ligand_AC.prmtop,3d15f4ca59c8b478338e4cc6e186e0ea3b97a69887628c0fd3f52f76514cc799,30602
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/ligand_GMX.gro,16ecab59a6d59c7fb9bae1b3971413dfdd0b9541fe940a652ced892898db6dcb,2500
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/ligand_GMX.itp,5254d93a52bb575c384d41626ae22c7ae7487fc1a41cc026c04677b9a613e650,33019
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/ligand_gaff2_am1bcc.mol2,cb8921a5b2147470267227b2117e9840b1f71046c07ea584e6e98d1dccdc4828,5382
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/minimization.mdp,42637e3e05672065d39b9d8f08500d094cec3a7af513416d6e85be62d390737d,185
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/npt_equilibration.mdp,428887bb4f7470043d96ef2942f140341466a2ff39cede313d4076dec024e54c,828
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/nvt_equilibration.mdp,8f3b58860ec914ad5f1b3909560a1169956023e12f7898df649393ede6401731,452
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/posre.itp,f35308e343b1a331341c9014f5fe5bc9f0ad54d5545d5f599e512b176b035465,77711
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/production_quick.mdp,9bf32fa4313be61699281b489578bc0aaa8d15e95fc73739b3775efbe6b8e638,613
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/production_quick_rep02.mdp,5d029eecbb58b095bd1e42524d684f78d30dbc82d361342be4498b202fadbf93,648
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/production_quick_rep03.mdp,75a9f923fa76f999a031c04a7124e96412460e528a4d651424ef2770458024a9,648
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/sqm.out,a76dd18365f9f4dcc16c51439ab0ebc10cdea1744ec98cb7e7eeb47eade50688,17668
mdcand_neg01,mol_aakjlrggtjkamg_uhfffaoysa_n_negctrl_misdocked,mdcand_neg01/topol.top,f1e41390bbdb4bec578e46d2da7ca8aa67ccf44972c4fa22c17a9f0bf74117c2,1398905
