ligand_id,target,activity_label,activity,stable_ligand_order,gnina_score,coupled_score,late_fusion_score,max_cnn_receptor_set,max_recall_receptor_set,max_coupled_receptor_set,max_cnn_receptor_stable,max_recall_receptor_stable,max_coupled_receptor_stable,late_fusion_pose_realizable,fusion_gap,receptor_coverage_count,gnina_rank,gnina_top1,coupled_rank,coupled_top1,late_fusion_rank,late_fusion_top1,rescued_active,lost_active,shared_active,coupled_differs_from_both,rank_improvement
437219,EGFR,1,active,361,0.8924,1.259708870967742,1.281025806451613,4hjo_a_aq4_1001,1xkk_a_fmm_91,1xkk_a_fmm_91,4hjo_a_aq4_1001,1xkk_a_fmm_91,1xkk_a_fmm_91,False,0.021316935483870925,4,543,False,146,True,134,True,True,False,False,False,397
